%lastTS numPackets totalBytes avgInterAT stdInterAT avgLength stdLength ipSrc ipDst ipSrcDst ipv4 ipv6 icmp4 icmp6 otherL3 ipMaskSrc[30] [29] [28] [27] [26] [25] [24] [23] [22] [21] [20] [19] [18] [17] [16] ipMaskDst[30] [29] [28] [27] [26] [25] [24] [23] [22] [21] [20] [19] [18] [17] [16] numTCP numUDP  portSrcTCP portDstTCP portSrcUDP portDstUDP ipPortSrc ipPortDst tcpSyn tcpFin tcpRes flows flowsTCP flowsUDP othersL4 flowsOther avgPacketsFlowTCP stdPacketsFlowTCP avgPacketsFlowUDP stdPacketsFlowUDP avgPacketsFlowOther stdPacketsFlowOther avgInterAtFlowTCP stdInterAtFlowTCP avgInterAtFlowUDP stdInterAtFlowUDP avgInterAtFlowOther stdInterAtFlowOther avgLengthFlowTCP stdLengthFlowTCP avgLengthFlowUDP stdLengthFlowUDP avgLengthFlowOther stdLengthFlowOther onePacketFlows httpPackets httpFlows sslPackets sslFlows smtpPackets smtpFlows
220000132 46477 34944617 43.03507186504863 47.20969536109551 764.0333202151384 705.3278615338347 2761 1783 46477 46291 186 197 186 1272 2707 2673 2626 2596 2556 2530 2490 2453 2411 2354 2306 2243 2162 2052 1897 1170 1001 841 669 506 357 227 127 68 36 20 12 8 5 4 36296 7539 987 2084 36294 1002 7539 46477 46477 1111 508 337 5738 3205 1251 1282 11.324804992199688 52.40969054503682 6.026378896882494 26.890175432157044 2.060842433697348 22.980966145752003 2.187945086174727E8 609937.4935461554 2.188469543341327E8 617119.7923776581 2.1899036694539782E8 597079.2845979267 9942.452559300875 69538.88673529739 2268.7585931254994 22967.900807909773 298.01066350710903 1351.6190203986173 3649 14436 1033 10934 751 28 7
222000017 45144 34025044 44.30213548358513 49.591052130154075 765.5006636819726 707.5331277028683 2748 2284 45144 44924 220 207 220 1270 2697 2662 2618 2584 2546 2525 2488 2458 2425 2378 2321 2252 2182 2075 1926 1342 1112 919 721 533 361 228 130 68 36 20 12 8 5 4 35210 7218 1019 1958 35208 973 7218 45144 45144 1602 424 285 6066 3605 1252 1209 9.766990291262136 53.67060113132238 5.76517571884984 24.405388814663212 2.246484698097601 23.98527946679135 2.20807122948405E8 571406.4981569548 2.2088585732507986E8 613517.2448020485 2.2094776037303558E8 567413.9634755568 8709.339345172031 74885.30633696751 1886.6198083067093 15327.817903866468 327.26753864447085 1536.1109428603352 3970 13300 914 10614 739 9 5
224000035 46123 34250305 43.3675354525348 47.67224494065283 756.4299469964665 702.6277382198208 2740 1788 46123 45811 312 189 312 1263 2684 2652 2606 2569 2527 2507 2465 2439 2402 2358 2297 2241 2161 2053 1906 1254 1093 929 733 553 377 236 132 69 37 21 13 9 6 5 36205 7187 967 1978 36203 950 7187 46123 46123 1126 484 446 5617 3115 1235 1267 11.622792937399678 54.81735322950464 5.819433198380567 25.988474555398575 2.155485398579321 24.094787824666696 2.227967813691814E8 610947.4178106653 2.2283256188421053E8 598571.6085696791 2.2300089754143646E8 588303.7817970951 10040.62672663026 69836.83050087285 2225.838866396761 26299.144675320553 295.7472924187726 1358.9986372432022 3448 12647 852 11847 782 44 12
226000065 47933 36021157 41.73361989817211 45.005837336665856 764.4730475382004 706.6963510422286 2765 1768 47933 47653 280 194 280 1279 2709 2677 2639 2602 2567 2538 2505 2476 2440 2398 2346 2291 2196 2072 1918 1217 1045 883 697 520 355 227 131 69 37 21 13 9 6 5 37216 7994 970 2110 37214 962 7994 47933 47933 1192 496 314 5725 3256 1197 1272 11.42997542997543 57.720272989695 6.678362573099415 33.12444574022827 2.1407232704402515 23.530807452594335 2.247828698108108E8 617991.2332581728 2.2483028708604845E8 598878.9194525097 2.249619994827044E8 596444.9573338499 9995.535955746773 74720.18612554947 2717.4828738512947 33088.565678177976 286.3325499412456 1326.2610720583427 3425 12604 900 12173 791 73 12
228000006 47826 38600942 41.82150101419878 44.513441537236474 820.7372483150128 705.3879126916055 2712 1697 47826 47544 282 215 282 1308 2657 2628 2594 2562 2529 2504 2469 2439 2398 2355 2317 2266 2190 2080 1933 1172 1016 853 685 508 345 219 126 70 38 22 14 10 7 6 38397 6648 976 1905 38395 984 6648 47826 47826 1144 489 320 5523 3039 1207 1277 12.634748272458046 62.57841149095924 5.507870753935377 22.880982360241372 2.177760375880971 23.742286386987967 2.267642148390918E8 624463.861000747 2.2681949514747307E8 600078.3093143677 2.269701900696946E8 571972.344420008 11812.689598420013 86883.6103223094 2024.4125932062966 19576.875299033352 309.01822323462414 1575.4623478012438 3477 14878 893 11720 708 30 10
230000055 48217 39090649 41.48192471222649 44.97009088204787 821.2278103401189 702.1609812211907 2612 1664 48217 48030 187 190 187 1321 2559 2536 2504 2468 2432 2407 2368 2335 2307 2255 2214 2168 2084 1960 1823 1135 971 829 680 509 347 221 124 68 36 20 12 8 5 4 38567 7040 912 1868 38565 937 7040 48217 48217 1049 400 292 5306 2973 1146 1187 12.972418432559705 76.6883910196845 6.143106457242583 27.914838704446925 2.198820556023589 24.216466231290955 2.288227462082072E8 618192.4978735746 2.288396409537522E8 611331.49012233 2.289696889140691E8 566565.3424985115 12302.180349932705 107031.11963866706 1978.0122164048867 16541.153811041222 307.2400468384075 1448.108512324281 3329 14677 833 12105 736 14 5
232000002 44972 32950068 44.47498220957125 49.11128233754005 743.640938839991 711.0129305324465 2637 1761 44972 44722 250 175 250 1287 2588 2553 2511 2471 2447 2428 2395 2364 2332 2292 2250 2185 2100 1994 1862 1199 1030 869 692 511 344 221 128 69 37 21 13 9 6 5 35517 6860 883 1959 35514 972 6860 44972 44972 1081 419 292 5345 3004 1198 1143 11.82323568575233 70.57830830500076 5.726210350584307 22.339354166454555 2.270341207349081 24.729843900691748 2.3080073933754992E8 605842.1925865279 2.308447031360601E8 589468.705916575 2.3094654532370955E8 585180.6939022596 10219.896436896437 99218.93846524377 1667.9707846410683 13301.937579971916 315.4657039711191 1498.8622090709296 3294 12916 755 11342 800 101 8
234000014 39454 26219948 50.69880098354838 55.95821574443395 678.1341747271505 703.0519141570533 2645 1931 39454 39124 330 172 330 1268 2605 2577 2554 2525 2494 2471 2440 2419 2389 2337 2289 2234 2162 2051 1891 1255 1061 899 712 534 372 235 132 70 38 22 14 10 7 6 29747 6949 988 2084 29745 982 6949 39454 39454 1175 465 263 5528 3135 1235 1158 9.488676236044657 42.441512433835946 5.626720647773279 22.87048555041499 2.381692573402418 25.301771084936767 2.3280729463413078E8 620697.7899946311 2.3283096909311742E8 604806.9902110833 2.3300943563816926E8 583636.8209429573 7659.050750079796 56734.99818909346 1597.6739659367397 13012.087540179118 314.03694581280786 1402.0798383661001 3525 10190 749 9209 794 28 7
236000030 45220 33544073 44.23357292933761 48.595055287855416 753.8494988538811 706.2636450255505 2709 2011 45220 44945 275 177 275 1291 2661 2628 2594 2558 2521 2496 2446 2412 2382 2336 2287 2232 2151 2034 1889 1270 1074 905 716 538 370 230 129 68 36 20 12 8 5 4 35294 7225 958 2162 35292 1009 7224 45220 45220 1332 404 296 5704 3256 1263 1185 10.83968058968059 55.721556797095076 5.7205067300079175 23.81299205595898 2.279324894514768 24.5246969297007 2.3477878029269043E8 600955.5577098255 2.3483710735312748E8 594425.2219751689 2.3499259924472573E8 583893.4120245384 9536.59385560676 73869.14488062715 1780.3618368962786 13226.959469013756 300.57260920897284 1395.0290196843616 3673 14160 827 11109 809 27 7
238000025 44534 32021240 44.9114569298482 50.26221953213741 731.6138134295962 711.2908470064561 2738 1860 44534 44222 312 184 312 1332 2681 2655 2616 2592 2555 2532 2488 2448 2422 2383 2329 2263 2194 2075 1917 1209 1025 867 689 514 352 224 129 69 37 21 13 9 6 5 34635 7005 1066 1962 34633 1008 7004 44534 44534 1199 456 311 5582 3114 1241 1227 11.122350674373795 56.47490789350578 5.64464141821112 21.18771860825803 2.358598207008965 24.884001465446737 2.3678840456968528E8 575578.1312700894 2.368062102691378E8 603874.4763407457 2.3696265307497963E8 584677.4618482315 9532.66077738516 70884.222618919 1673.436744560838 13007.037278547014 305.539592760181 1433.666595959828 3604 12922 874 11475 779 30 11
240000076 43201 30747363 46.29968980045373 50.6716283270134 723.8932102834542 706.2621598365499 2750 1736 43201 42957 244 185 244 1370 2698 2676 2638 2613 2580 2547 2510 2484 2439 2398 2349 2284 2200 2074 1908 1206 1042 874 684 507 352 219 129 68 36 20 12 8 5 4 33351 7159 892 1899 33349 997 7159 43201 43201 1099 491 291 5600 3081 1250 1269 10.82473222979552 50.531090496678495 5.7272 24.338939993352216 2.120567375886525 23.584798298817446 2.3885782800908795E8 633843.5058515634 2.388465662608E8 611392.5853301677 2.389761663002364E8 569858.6699875535 9218.639701104614 68437.12841584379 1698.4776 13843.558077084084 275.04730473047306 1302.219534553071 3517 12539 914 11357 748 42 10
242000024 42368 29729387 47.21110901279449 51.00863746725177 714.0827448719797 702.542644926032 2822 2004 42368 42101 267 188 267 1637 2765 2734 2692 2658 2618 2594 2551 2515 2481 2423 2359 2281 2189 2063 1890 1290 1081 900 712 539 360 229 131 70 38 22 14 10 7 6 32992 6367 917 2131 32990 951 6367 42368 42368 1280 635 276 6094 3382 1181 1531 9.755174452986399 50.13339391161919 5.391193903471634 19.725272304462163 1.9653821032005225 21.317848996234524 2.408416901918983E8 615610.3632651736 2.408712140127011E8 593890.0579208598 2.4099723587524495E8 571993.0118200489 8100.460810411121 65869.61675754731 1755.0855207451311 13574.561045823577 233.10890233362144 1165.9421639368034 3906 10542 988 11270 709 35 9
244000141 46350 34016960 43.15916103834452 46.261708980536845 746.9209116458809 708.8992723152754 2766 1987 46350 46099 251 216 251 1544 2714 2688 2640 2604 2573 2554 2524 2491 2461 2406 2357 2286 2196 2076 1899 1260 1055 868 680 502 357 229 131 69 37 21 13 9 6 5 36396 7042 901 2081 36394 958 7041 46350 46350 1223 422 282 5883 3226 1196 1461 11.2820830750155 56.00152220940618 5.8879598662207355 26.182741513776925 1.9931553730321698 21.819635864061674 2.4282157663143212E8 618018.4365814254 2.428355992257525E8 588484.7755733678 2.4294819365571526E8 559304.4706272946 9845.513027295285 74917.04670994081 1680.3695652173913 12922.266530687786 235.70416297608503 1182.6330908011696 3903 12678 863 11093 728 79 11
246000039 51354 39189838 38.94963580415222 41.13217335566957 774.4103582508349 708.93220515081 2809 2858 51354 51074 280 199 280 1500 2749 2718 2680 2649 2616 2592 2560 2533 2492 2453 2407 2343 2251 2131 1955 1697 1315 1006 750 549 374 233 131 68 36 20 12 8 5 4 41503 6989 883 2025 41501 991 6988 51354 51354 2269 465 331 6859 4230 1235 1394 9.811583924349883 60.915131055340936 5.659109311740891 23.05850682160719 2.053084648493544 22.500390559339454 2.450791773208038E8 718071.5228349344 2.4482130393279353E8 595742.126363655 2.4500252774175036E8 562859.713291495 8596.555818353832 82277.13193870967 2093.9894736842107 20083.68192206197 240.92350746268656 1186.4645316603694 4767 16024 880 12592 828 63 16
248000072 57504 36658402 34.79077372669079 37.04980226531165 647.9316884356386 710.1238864645402 2900 9058 57504 57162 342 180 342 1455 2836 2799 2758 2723 2685 2662 2630 2587 2552 2507 2458 2396 2303 2165 2013 4310 2743 1690 1035 644 397 226 128 69 37 21 13 9 6 5 47088 7404 1035 2394 47086 1029 7404 57504 57504 8836 739 302 13657 10997 1257 1403 4.281895062289715 29.166570319884862 5.890214797136038 27.45239605797255 2.1468282252316464 23.2254131218978 2.4696643992161497E8 606698.2857859392 2.4683119594749403E8 593628.0815372546 2.4697374113898787E8 570555.6015724515 3054.867758071851 37853.50706952253 2238.3524264120924 27704.661168098424 255.65739821251242 1258.147274783317 11331 13868 1130 13313 832 108 15
250000043 54286 33681366 36.85044128756472 39.125152167195516 629.1606799290184 704.6765146013383 2775 9564 54286 54040 246 180 246 1298 2722 2690 2648 2611 2574 2547 2516 2482 2444 2401 2363 2305 2218 2116 1961 4428 2808 1720 1053 650 391 229 125 68 36 20 12 8 5 4 45088 6520 954 2096 45086 1013 6519 54286 54286 9012 503 278 13597 11164 1203 1230 4.038695807954138 26.304500161969433 5.4197838736492105 21.023598346811294 2.1772357723577236 23.80177283825519 2.4902016274041563E8 598713.5212511567 2.488429050947631E8 592310.2075513917 2.4898661033739838E8 588606.8747691893 2822.2739406969454 33784.361339727846 1607.7138103161399 12076.254914551584 285.7488317757009 1348.6323922549288 11477 12035 950 12777 754 98 9
252000081 59602 36075790 33.56235736340448 35.839821910950846 613.9867592498043 703.9865768570022 2751 12486 59602 59357 245 174 245 1331 2700 2670 2639 2600 2570 2546 2513 2483 2440 2384 2338 2278 2174 2053 1912 4533 2791 1736 1081 670 415 244 133 69 37 21 13 9 6 5 50237 6581 1034 1942 50235 959 6581 59602 59602 12442 423 281 17027 14435 1230 1362 3.4802216834083826 24.671045336686674 5.350406504065041 20.982338682457822 2.0440528634361232 22.276858922781102 2.510397083027364E8 611880.2590881878 2.5082822904390243E8 608516.2516498782 2.5099030615859032E8 581874.3094753344 2336.897741443813 31686.552285536007 1706.480487804878 13249.106099989556 277.0830527497194 1300.7464122403833 15000 14378 913 12233 742 31 6
254000025 58742 37763046 34.051009636667004 36.58427229653131 650.9087164107073 709.2642752224282 2754 11081 58742 58462 280 184 280 1283 2707 2673 2639 2606 2574 2547 2513 2475 2438 2388 2346 2276 2190 2069 1911 3698 2329 1517 1004 647 406 241 132 69 37 21 13 9 6 5 49316 6749 930 1829 49314 977 6749 58742 58742 10660 395 321 15028 12664 1189 1175 3.894188250157928 28.479733681599935 5.676198486122792 21.15440452838081 2.2782978723404255 24.604773797314643 2.526460662593967E8 453151.37317016895 2.5284427781328848E8 607824.1449656647 2.5300745532085106E8 593141.1767653633 2801.48156045171 36219.88316986056 1718.1354079058033 12299.247254517426 289.45465253239104 1336.4070737998352 12950 14178 812 12657 744 57 6
256000023 47355 35461887 42.23779856814006 46.73987834543413 759.82537709976 707.9877249193248 2645 1875 47355 47074 281 174 281 1243 2593 2566 2536 2498 2464 2441 2403 2371 2338 2298 2255 2197 2106 2004 1866 1312 1136 957 752 548 378 239 132 68 36 20 12 8 5 4 38098 6704 855 1967 38096 968 6703 47355 47355 1218 471 321 5566 3272 1175 1119 11.64364303178484 49.47857393588266 5.705531914893617 21.34355251692073 2.2815013404825737 24.883409994213515 2.548132018410758E8 616135.5671232522 2.5483095945787233E8 583373.5757190497 2.5495944721805182E8 579278.5912392781 10160.663099969428 64960.57619535269 1687.4374468085107 12165.653770086383 299.75705521472395 1340.230070900062 3489 14189 989 11648 812 69 5
258000009 46348 35267784 43.15531676160884 48.14100050445744 773.9765625 704.5991872089547 2552 1799 46348 45984 364 183 364 1223 2499 2471 2437 2407 2382 2361 2327 2296 2267 2226 2186 2131 2051 1945 1820 1272 1098 924 723 549 383 241 132 68 36 20 12 8 5 4 37207 6492 879 1877 37205 901 6492 46348 46348 1119 509 312 5348 3129 1106 1113 11.89101949504634 50.95388913040478 5.869801084990958 22.08871640465021 2.3800539083557952 26.057128473696004 2.56820166964845E8 625820.6956043384 2.5679662087432188E8 596867.3622938549 2.5698318464779875E8 590609.7528679395 10582.083120204603 68756.37389909562 1738.267631103074 12822.116505120599 303.9454770755886 1400.5134029424928 3356 14600 964 11613 790 28 8
260000038 44735 31855918 44.71245892110617 49.629115831148695 721.8954429060256 706.2587713001108 2685 1805 44735 44520 215 198 215 1264 2642 2617 2588 2555 2515 2493 2464 2434 2404 2368 2313 2254 2173 2049 1897 1242 1061 894 711 532 370 233 130 68 36 20 12 8 5 4 35462 6777 819 1961 35460 992 6777 44735 44735 1205 443 300 5508 3141 1205 1162 11.290035020694047 47.75025898741462 5.624066390041493 25.970714435663012 2.1480206540447506 23.950555062037502 2.5878649362336835E8 604489.9768997504 2.5885847319502074E8 598285.106034518 2.5895333247418246E8 590109.3549627067 9462.290630975143 63577.970270463324 1590.0564315352697 11914.471405662467 282.92009132420094 1302.2097806365102 3463 13113 889 11733 833 43 9
262000092 42592 30668480 46.96407354356963 50.57130556902445 731.7512884138195 706.0667251179333 2670 1782 42592 42342 250 162 250 1259 2619 2586 2552 2524 2487 2463 2428 2406 2375 2333 2282 2231 2148 2041 1891 1243 1075 921 725 529 366 235 131 69 37 21 13 9 6 5 33447 6608 866 1919 33443 984 6608 42592 42592 1140 457 227 5463 3083 1207 1173 10.848848524164774 49.01437230886118 5.474730737365369 20.972345384330183 2.162830349531117 24.172264689549756 2.6081978630651963E8 616441.5673606158 2.608370169710025E8 609494.2202123258 2.6098084955669224E8 585201.7006547607 9206.703763789747 66629.74139011177 1701.2576636288318 12944.128931694531 288.5863309352518 1339.514700141243 3404 10622 886 12871 869 84 7
264000012 45503 33433095 43.95731586698024 48.27093777908791 747.9954360374066 708.0359448590818 2648 1660 45503 45254 249 170 249 1272 2594 2562 2529 2503 2469 2444 2410 2381 2343 2306 2251 2195 2118 2017 1870 1200 1050 896 727 554 378 231 130 69 37 21 13 9 6 5 35210 7605 997 1714 35208 984 7605 45503 45503 880 400 243 5314 2807 1214 1293 12.54364089775561 51.97944635038707 6.264415156507414 30.99681122994817 2.0788863109048723 23.03573336364458 2.6275362103526896E8 615328.3448560474 2.6284601641186163E8 605828.4699628345 2.6292846649265274E8 574484.2603550643 10875.534759358288 66861.3787266473 2211.674361088211 25813.708165889333 288.8857479387515 1329.1363292098526 3336 12679 809 13035 802 27 7
266000044 44368 31587747 45.08139298996957 49.70170934779674 726.308815414329 698.750318669353 2609 1734 44368 44035 333 189 333 1220 2555 2520 2485 2449 2414 2391 2355 2326 2292 2250 2195 2139 2065 1951 1821 1264 1107 926 743 548 374 228 129 69 37 21 13 9 6 5 34346 7304 976 1809 34344 941 7304 44368 44368 1042 471 420 5389 2999 1131 1259 11.45248416138713 51.3320919232833 6.458001768346596 34.91887782122366 2.158856235107228 24.222722185080677 2.648544930203401E8 616956.7295487397 2.6485304867020336E8 604362.9389977055 2.650127495567911E8 567945.8710208558 9339.321214142761 65972.57585900105 2958.339522546419 41846.28052877386 298.3529411764706 1356.3888150700222 3310 11331 890 12590 783 44 10
268000143 46968 36343474 42.58800357720808 46.05403211017809 786.5355349722992 700.4342709452807 2669 1810 46968 46629 339 205 339 1237 2621 2589 2558 2518 2482 2461 2428 2399 2367 2325 2282 2212 2136 2032 1900 1267 1094 924 733 547 376 231 134 73 41 25 17 13 10 9 36202 8152 833 1899 36200 972 8152 46968 46968 1050 400 286 5428 3084 1183 1161 11.738651102464331 55.42484190207762 6.890955198647506 43.28149032672962 2.251507321274763 25.26952047317111 2.6684671874902725E8 629550.6526002012 2.6682256262045646E8 623849.0847466856 2.6697894196037897E8 573189.7708984725 10450.930262731106 74368.926583419 3284.1445477599323 52134.881998993995 284.372619047619 1321.0946282029408 3397 14130 887 11678 794 82 10
270000080 46894 35414117 42.65269039646825 46.04006495769798 767.3193439355202 705.5523313993268 2702 1685 46894 46676 218 181 218 1292 2643 2616 2584 2551 2502 2473 2436 2407 2363 2318 2266 2212 2126 2028 1878 1236 1066 900 702 522 356 223 130 68 36 20 12 8 5 4 36765 7480 958 1761 36763 956 7480 46894 46894 1064 420 274 5416 3000 1126 1290 12.255 51.52308544073553 6.642984014209591 50.770641927251134 2.0534883720930233 22.893399746171045 2.688393040836667E8 648768.5578504482 2.6883890827353466E8 599111.5267753504 2.689638623147287E8 578797.1999700671 10386.093031010338 64409.01669683848 3576.832 68932.33360687051 281.60834298957127 1321.7300186416464 3385 13995 971 11298 807 74 6
272000042 48535 36122573 41.21442113506161 44.16448051871673 755.3379892940783 712.85693289386 2721 1663 48535 48314 221 171 221 1270 2660 2628 2591 2563 2532 2503 2461 2431 2395 2341 2291 2233 2153 2046 1885 1199 1048 896 711 535 363 231 130 68 37 21 13 9 6 5 37824 8114 935 1807 37822 976 8114 48535 48535 1031 446 278 5533 3142 1181 1210 12.038192234245704 52.56174569133851 6.8704487722269265 40.784381712880574 2.146280991735537 24.108278472530777 2.7079188468650544E8 622225.4885324867 2.7080807868247247E8 593509.0289427952 2.709524976809917E8 570664.3915014323 10303.97612225406 70690.10356195645 2976.4123624047415 46448.9261414913 292.13925570228093 1389.662193486173 3344 13788 1042 13500 850 25 6
274000224 44304 30818193 45.15092550790068 49.10276228592799 708.6295095537008 706.0652603155854 3180 1748 44304 44027 277 343 277 1328 2983 2914 2858 2818 2776 2740 2708 2666 2626 2570 2523 2456 2369 2244 2089 1265 1100 942 750 561 384 238 131 69 37 21 13 9 6 5 33898 7461 997 2011 33896 985 7461 44304 44304 1181 620 261 6189 3240 1473 1476 10.462345679012346 40.801919133029415 5.065173116089613 24.704306981479288 1.9952574525745257 22.233257761234785 2.728014212432099E8 579493.6018556777 2.7289188715139174E8 575844.1034845366 2.730110958665312E8 549574.7356299139 8560.28125964804 52982.94600293905 1926.18533604888 23518.00065344064 240.32422243166823 1231.9635668199464 3936 10937 1021 12193 840 42 6
276000094 43971 32914794 45.486853477687305 48.879027250114504 762.7830228031146 707.4019177975634 2695 1693 43971 43602 369 215 369 1263 2635 2607 2567 2535 2496 2470 2431 2395 2358 2323 2274 2214 2141 2036 1890 1211 1063 903 717 544 369 234 131 69 37 21 13 9 6 5 34222 7016 886 1768 34220 979 7016 43971 43971 1057 441 291 5419 3035 1217 1167 11.275782537067546 43.147935249670056 5.764995891536565 25.791019055626535 2.341902313624679 25.961840034184455 2.7479687079769355E8 613053.7114697853 2.748426487387017E8 596809.4068528228 2.749664998748929E8 577200.4493896074 10031.489452867501 58462.28049267397 1837.907894736842 14710.144371518623 289.8085106382979 1353.1384397451131 3287 12104 971 11581 716 12 4
278000001 43709 32973196 45.7635980870003 50.45266071481537 767.9795276690888 704.7028986747509 2727 1641 43709 43427 282 204 282 1247 2661 2630 2580 2536 2489 2463 2435 2400 2363 2321 2264 2201 2116 1998 1864 1165 1015 869 703 534 360 233 130 69 37 21 13 9 6 5 33936 7061 979 1755 33934 977 7061 43709 43709 1068 462 264 5427 3002 1223 1202 11.304463690872751 41.93564435920178 5.773507767784137 26.23227899289498 2.2562396006655576 24.756770196232885 2.768145311392405E8 608942.1310992932 2.7681282444726086E8 606328.0935126004 2.7698352282529116E8 604149.737560029 10026.902032655782 56382.849337077176 2148.405560098119 24391.134978153143 308.85990338164254 1427.3119261538673 3296 13306 962 10570 755 18 9
280000017 47055 36296226 42.508416578108395 49.494659057711544 782.9869059688936 709.7126090504958 2751 1788 47055 46839 216 208 216 1267 2697 2666 2621 2585 2548 2516 2475 2443 2412 2358 2311 2243 2150 2030 1874 1220 1053 892 704 524 360 227 131 68 36 20 12 8 5 4 37611 6757 996 1975 37609 999 6757 47055 47055 1101 450 263 5593 3156 1209 1228 11.917300380228136 60.67465806918421 5.588916459884202 23.336783391398907 2.1881107491856677 23.68901393278099 2.7880857959854245E8 622503.1736839528 2.788068374342432E8 589842.3538367882 2.79000633232899E8 578259.6958323263 10772.458954041205 85550.75705749921 1694.5789909015716 13791.863235330744 302.16435185185185 1396.530613981318 3486 18417 983 9114 815 54 11
282000003 49891 39124004 40.0896007055805 44.727858457136556 794.5867300310729 711.1473095979015 2717 1858 49891 49702 189 184 189 1272 2664 2633 2603 2570 2537 2514 2479 2445 2402 2357 2301 2236 2158 2047 1907 1294 1114 936 748 556 373 228 129 68 36 20 12 8 5 4 40630 6682 934 2029 40628 978 6682 49891 49891 1267 513 230 5680 3301 1225 1154 12.3083913965465 59.53450652717389 5.45469387755102 21.798820413696046 2.234835355285962 24.06272493648944 2.808111595877007E8 611161.3512776602 2.808449143820408E8 610792.59686356 2.809926135051993E8 594611.9424176915 11149.64303030303 82474.32467436227 1697.5428571428572 13356.655416957756 291.58236658932714 1384.9821545584894 3437 18737 1041 11283 824 56 12
284000018 52572 42233433 38.04633997869426 43.179596708478684 816.1524503362449 707.5537405183961 2701 2100 52572 52267 305 170 305 1233 2649 2621 2583 2544 2511 2485 2444 2411 2374 2331 2282 2215 2138 2028 1886 1342 1127 938 746 554 383 239 132 69 37 21 13 9 6 5 42845 7038 981 2295 42843 1002 7038 52572 52572 1383 493 247 5924 3501 1208 1215 12.237932019423022 66.19585250087519 5.826158940397351 25.150013495184194 2.2131687242798352 24.408643817388036 2.8281601489917165E8 618875.5392895726 2.8282202768625826E8 600091.9350884913 2.8298707748641974E8 565670.2218881736 11429.603142857142 92446.16869472897 1644.5008278145694 13467.883931421142 299.12867647058823 1387.8070632666995 3780 20926 904 11498 863 96 16
286000020 53311 41808518 37.520120063783885 43.38080379050799 794.3381654443896 705.9265383177169 2758 1984 53311 53033 278 198 278 1231 2709 2674 2632 2592 2562 2533 2495 2460 2423 2375 2328 2264 2183 2080 1917 1306 1116 929 732 555 384 239 131 69 37 21 13 9 6 5 44029 6715 860 2163 44027 992 6715 53311 53311 1426 467 321 5812 3493 1206 1113 12.60492413398225 60.29178739950478 5.567993366500829 24.017682816913542 2.306379155435759 25.06431977505401 2.848088644935585E8 607752.2512642862 2.8483990207048094E8 603611.8791093355 2.8497477960557055E8 586428.0752144358 11272.986536808938 79039.34413968107 1829.2066390041493 16833.884319766672 297.7520759193357 1363.2387835666084 3534 21462 995 11799 838 154 11
288000099 46665 33425221 42.86318631863186 49.00465636686542 726.4124959252417 708.0071108087653 2634 2007 46665 46384 281 173 281 1273 2589 2558 2527 2495 2461 2437 2401 2371 2327 2281 2238 2169 2089 1987 1839 1317 1130 944 745 557 374 232 133 69 37 21 13 9 6 5 36596 7457 885 2020 36594 951 7457 46665 46665 1394 465 269 5610 3338 1159 1113 10.96345116836429 48.01663944167084 6.433994823123382 32.42179147662766 2.3468104222821204 25.621808853958516 2.8679353545895743E8 608713.0946350553 2.8680854977825713E8 598596.8371694026 2.8694302646271336E8 579846.864586181 9130.055738687444 59400.74144715435 2330.226056945643 28486.332620437624 305.494674556213 1427.8441853898062 3588 15996 990 10356 730 189 14
290000003 43621 29685100 45.85049750103168 50.478966627747226 689.8835928422031 707.7326966152111 2520 1869 43621 43344 277 203 277 1250 2475 2450 2419 2388 2350 2328 2295 2260 2233 2189 2148 2091 2014 1904 1746 1309 1133 973 770 575 385 237 129 69 37 21 13 9 6 5 33629 7503 759 1895 33627 908 7503 43621 43621 1226 434 265 5231 3086 1117 1028 10.897278029812055 45.57459184573548 6.717099373321396 30.002476770335495 2.4212062256809337 26.337620117676448 2.888130036587816E8 597461.9690392901 2.8880674375738585E8 599795.2959655338 2.8900866803501946E8 573720.2839080658 8704.740680713128 54673.39998387774 2315.8979409131603 24139.17564329176 288.5707547169811 1332.5610047453454 3236 12335 887 11504 747 31 9
292000002 41347 27441038 48.37346716652558 55.354152605440035 673.1165865384615 705.6403991865045 2683 1926 41347 41070 277 176 277 1263 2623 2598 2556 2522 2495 2470 2435 2407 2362 2315 2262 2196 2128 1999 1863 1317 1134 957 760 564 377 236 131 69 37 21 13 9 6 5 31790 7081 760 2025 31787 984 7081 41347 41347 1239 485 282 5564 3280 1242 1042 9.692073170731707 41.7408051799815 5.701288244766506 24.49829926069699 2.3761996161228405 26.158512081512168 2.908196248094512E8 618473.212702886 2.9080684202254426E8 597272.6359978057 2.909929630806142E8 580637.4623197234 7583.899054589814 52200.97468268094 1876.6046698872785 17312.026966976282 287.89230769230767 1363.2671529005293 3487 11704 910 9924 808 702 11
